
t_rule
ruleId	ruleName	conditionIds	actionIds	dayofweeks	starttime	endtime	userId	sceneid
180	if lighting-living room equipment status is equal, then smart audio-living room equipment status is on	180	212	6,7	00:00:00	23:59:59	18	1
181	if lighting-living room device status is equal to ON, air conditioner-bedroom device status is equal to heating mode, then humidifier-bedroom device status is ON	182,181	213	1,2,3,4,5,6,7	00:00:00	23:59:59	17	3
183	If the infrared human body sensor - the status of the living room equipment is equal to open, then PM2.5 dust detector - the status of the living room equipment is open	183	215	1,2,3,4,5,6,7	00:00:00	23:59:59	18	1
184	If the TV-living room device status is equal to ON, then the TV wall lamp-living room device status is ON	184	216	1,2,3,4,5,6,7	00:00:00	23:59:59	18	1
185	if air conditioner-living room equipment status is equal to cooling mode, then electric fan-living room equipment status is off	185	217	1,2,3,4,5,6,7	00:00:00	23:59:59	18	1
186	if temperature sensor-living room temperature is less than 5, then heater-living room device status is on	186	218	1,2,3,4,5,6,7	00:00:00	23:59:59	18	1
187	If PM2.5 dust detector - living room PM2.5 concentration is greater than or equal to moderate pollution (115-150), then air purifier - living room equipment status is open	187	219	1,2,3,4,5,6,7	00:00:00	23:59:59	18	1
188	if infrared human body sensor-office human detection is equal to someone, then humidifier-office device status is on	189	220	1,2,3,4,5	00:00:00	23:59:59	18	2
189	if infrared human body sensor-office human body detection is equal to someone, then air purifier-office device status is on	190	221	1,2,3,4,5	00:00:00	23:59:59	18	2
190	if temperature sensor-office temperature is greater than or equal to 33, then air conditioner-office equipment status is cooling mode	191	222	1,2,3,4,5	00:00:00	23:59:59	18	2
191	if temperature sensor-office temperature is less than 5, then heater-office device status is on	192	223	1,2,3,4,5	00:00:00	23:59:59	18	2
192	if light-office equipment status is equal to open, then motorized curtains-office equipment status is open	193	224	1,2,3,4,5	00:00:00	23:59:59	18	2
193	if light-office device status is equal to on, then desk lamp-office device status is off	194	225	1,2,3,4,5	00:00:00	23:59:59	18	2
194	if the computer-office device status is equal to on, then the printer-office device status is on	195	226	1,2,3,4,5	00:00:00	23:59:59	18	2
195	if the smart socket-office device status is equal to ON, then the water dispenser device status is ON	196	227	1,2,3,4,5	00:00:00	23:59:59	18	2
196	if smart socket - bedroom device status is equal to on, then temperature sensor - bedroom device status is on	197	228	1,2,3,4,5,6,7	00:00:00	23:59:59	18	3
198	if temperature sensor - bedroom temperature is less than or equal to 5, then heating - bedroom device status is on	198	230	1,2,3,4,5,6,7	00:00:00	23:59:59	18	3
199	if temperature sensor - bedroom temperature is greater than 33, then air conditioner - bedroom equipment status is cooling mode	199	231	1,2,3,4,5,6,7	00:00:00	23:59:59	18	3
200	if the weather detector - the bedroom weather is equal to the haze, then the window - the bedroom device status is closed	200	232	1,2,3,4,5,6,7	00:00:00	23:59:59	18	3
201	if the TV-bedroom device status is equal to ON, then the wall lamp-bedroom device status is ON	201	233	1,2,3,4,5,6,7	00:00:00	23:59:59	18	3
202	if heating-bedroom equipment status is equal to on, then electric blanket-bedroom equipment status is low	202	234	1,2,3,4,5,6,7	00:00:00	23:59:59	18	3
203	If the light-entrance equipment status is equal to ON, then the sweeping robot-living room equipment status is ON	203	235	1,2,3,4,5,6,7	00:00:00	23:59:59	18	1
204	if windows-office equipment status is equal to off, then lights-office equipment status is off	205	236	1,2,3,4,5,6,7	03:40:00	10:40:00	19	2
205	if air conditioner-bedroom device status is equal to cooling mode, then music alarm clock-bedroom device status is on	206	237	1,2,3,4,5,6,7	10:42:00	23:42:00	19	3
206	If PM2.5 dust detector - living room PM2.5 concentration is equal to moderate pollution (115-150), then air purifier - living room equipment status is on	207	238	1,2,3,4,5,6,7	03:44:00	15:45:00	19	1
207	if the infrared human body sensor-human body detection in the living room is equal to someone, then the window-living room device status is open	208	239	1,2,3,4,5,6,7	03:46:00	15:46:00	19	1
208	if the heating-bedroom device state is equal to open, then the window-bedroom device state is closed	209	240	1,2,3,4,5,6,7	03:47:00	15:47:00	19	3
209	if infrared human body sensor-office human body detection is equal to someone, then the state of the water dispenser device is open	210	241	1,2,3,4,5,6,7	03:48:00	15:48:00	19	2
210	If PM2.5 dust detector - living room PM2.5 concentration is greater than or equal to heavy pollution (150-250), then smoke detector - living room equipment status is open	211	243	1,2,3,4,5,6,7	03:50:00	15:50:00	19	1
211	If PM2.5 dust detector - living room PM2.5 concentration is greater than or equal to heavy pollution (150-250), then air conditioner - living room equipment status is ventilation mode	211	242	1,2,3,4,5,6,7	03:50:00	15:50:00	19	1
212	If the infrared human body sensor-human body detection in the living room is equal to someone, then the light-entrance device status is turned on	212	245	1,2,3,4,5,6,7	15:51:00	03:51:00	19	1
213	if the infrared human body sensor - the human body detection in the living room is equal to someone, then the light - the status of the living room device is on	212	244	1,2,3,4,5,6,7	15:51:00	03:51:00	19	1
214	if smart audio - the volume of the living room is greater than or equal to 20, then sound and light alarm - the status of the living room equipment is on	213	246	1,2,3,4,5,6,7	00:00:00	23:59:59	19	1
215	if infrared human sensor-office human detection is equal to no one, then windows-office device status is off	214	247	1,2,3,4,5,6,7	00:00:00	23:59:59	19	2
216	if infrared human body sensor-office human detection is equal to someone, then air conditioner-office equipment status is automatic mode	215	251	1,2,3,4,5,6,7	00:00:00	23:59:59	19	2
217	if infrared human body sensor-office human detection is equal to someone, then motorized curtains-office equipment status is open	215	250	1,2,3,4,5,6,7	00:00:00	23:59:59	19	2
218	if infrared human body sensor-office human detection is equal to someone, then light-office device status is on	215	249	1,2,3,4,5,6,7	00:00:00	23:59:59	19	2
219	if the infrared human body sensor-office human detection is equal to someone, then the computer-office device status is on	215	248	1,2,3,4,5,6,7	00:00:00	23:59:59	19	2
220	if temperature sensor - bedroom temperature is greater than or equal to 28, then electric blanket - bedroom device status is off	216	254	1,2,3,4,5,6,7	00:00:00	23:59:59	19	3
221	if temperature sensor - bedroom temperature is greater than or equal to 28, then weather detector - bedroom device status is open	216	253	1,2,3,4,5,6,7	00:00:00	23:59:59	19	3
222	if temperature sensor - bedroom temperature is greater than or equal to 28, then air conditioner - bedroom temperature is 24	216	252	1,2,3,4,5,6,7	00:00:00	23:59:59	19	3
223	if light-bedroom device status is equal to off, then wall lamp-bedroom device status is off	217	256	1,2,3,4,5,6,7	00:00:00	23:59:59	19	3
224	if lights-bedroom device status is equal to off, then TV-bedroom device status is off	217	255	1,2,3,4,5,6,7	00:00:00	23:59:59	19	3
227	If PM2.5 dust detector - living room PM2.5 concentration is greater than or equal to light pollution (75-115), then air purifier - living room equipment status is open	218	259	1,2,3,4,5,6,7	00:00:00	23:59:59	14	1
228	if the weather detector - the weather in the bedroom is greater than or equal to the rainy day, then the window - the state of the bedroom equipment is closed	219	260	1,2,3,4,5,6,7	00:00:00	23:59:59	20	3
229	if the infrared human body sensor - the human body detection in the living room is equal to someone, then the light - the status of the living room device is on	220	261	1,2,3,4,5,6,7	07:00:00	20:00:00	14	1
230	If the TV-living room device status is equal to ON, then the TV wall lamp-living room device status is ON	221	262	1,2,3,4,5,6,7	00:00:00	23:59:59	14	1
231	if air conditioner-bedroom device status is greater than or equal to ventilation mode, then window-bedroom device status is closed	222	263	1,2,3,4,5,6,7	00:00:00	23:59:59	20	3
232	if temperature sensor - bedroom temperature is greater than or equal to 28, then air conditioner - bedroom equipment status is cooling mode	223	264	1,2,3,4,5,6,7	09:00:00	19:00:00	20	3
233	if air conditioner-living room equipment status is equal to cooling mode, then electric fan-living room equipment status is off	224	265	1,2,3,4,5,6,7	00:00:00	23:59:59	14	1
235	If the air conditioner-living room equipment status is equal to the heating mode, then the heater-living room equipment status is off	226	267	1,2,3,4,5,6,7	00:00:00	23:59:59	14	1
236	if the air conditioner-living room equipment status is equal to the dehumidification mode, then the humidifier-living room equipment status is off	227	268	1,2,3,4,5,6,7	00:00:00	23:59:59	14	1
237	if infrared human body sensor-office human detection is equal to someone, then motorized curtains-office equipment status is open	228	269	1,2,3,4,5,6,7	20:00:00	07:00:00	14	2
239	if infrared human body sensor-office human detection is equal to someone, then light-office device status is on	230	271	1,2,3,4,5,6,7	07:00:00	20:00:00	14	2
240	If the computer-office screen brightness is less than or equal to 5, then the desk lamp-office device status is on	231	272	1,2,3,4,5,6,7	00:00:00	23:59:59	14	2
241	if the computer-office device status is equal to on, then the printer-office device status is on	232	273	1,2,3,4,5,6,7	00:00:00	23:59:59	14	2
242	if temperature sensor-office temperature is greater than or equal to 30, infrared human body sensor-office human detection is equal to someone, then air conditioner-office equipment status is cooling mode	234,233	274	1,2,3,4,5,6,7	00:00:00	23:59:59	14	2
243	if air conditioner-office equipment status is equal to dehumidification mode, then humidifier-office equipment status is off	235	275	1,2,3,4,5,6,7	00:00:00	23:59:59	14	2
244	if air conditioner-office equipment status is equal to heating mode, then heater-office equipment status is off	236	276	1,2,3,4,5,6,7	00:00:00	23:59:59	14	2
245	if temperature sensor - bedroom temperature is greater than or equal to 30, then air conditioner - bedroom equipment status is cooling mode	237	277	1,2,3,4,5,6,7	00:00:00	23:59:59	14	3
246	if temperature sensor - bedroom temperature is less than or equal to 15, then heating - bedroom device status is on	238	278	1,2,3,4,5,6,7	00:00:00	23:59:59	14	3
247	if the weather detector - the weather in the bedroom is equal to sunny, the lighting - the state of the bedroom device is equal to closed, then the window - the state of the bedroom device is open	240,239	279	1,2,3,4,5,6,7	20:00:00	07:00:00	14	3
248	if the weather detector - the bedroom weather is equal to the sandstorm, then the humidifier - the bedroom device status is on	241	280	1,2,3,4,5,6,7	00:00:00	23:59:59	14	3
249	if the weather detector - the weather in the bedroom is equal to snow, then the electric blanket - the state of the bedroom equipment is low	242	281	1,2,3,4,5,6,7	00:00:00	23:59:59	14	3
250	if air conditioner-bedroom device status is equal to dehumidification mode, then humidifier-bedroom device status is off	243	282	1,2,3,4,5,6,7	00:00:00	23:59:59	14	3
251	If the light-bedroom device status is equal to off, the TV-bedroom device status is equal to on, then the TV-bedroom screen brightness is 3	245,244	283	1,2,3,4,5,6,7	09:00:00	15:00:00	20	3
252	if music alarm clock - bedroom volume is greater than 8, music alarm clock - bedroom volume is less than 3, then smart socket - bedroom device status is off	247,246	284	1,2,3,4,5,6,7	00:00:00	23:59:59	20	3
253	If the humidifier-bedroom storage water volume (%) is less than 10, then the humidifier-bedroom device status is off	248	285	1,2,3,4,5,6,7	00:00:00	23:59:59	20	3
254	if infrared human body sensor-office human body detection is equal to someone, then the state of the water dispenser device is open	249	288	1,2,3,4,5,6,7	00:00:00	23:59:59	20	2
256	if infrared human body sensor-office human detection is equal to someone, then light-office device status is on	249	286	1,2,3,4,5,6,7	00:00:00	23:59:59	20	2
257	If the infrared human body sensor-office human body detection is equal to no one, then the state of the water dispenser device is off	250	289	1,2,3,4,5,6,7	00:00:00	23:59:59	20	2
258	if the computer-office device status is equal to off, then the printer-office device status is off	251	290	1,2,3,4,5,6,7	00:00:00	23:59:59	20	2
259	if motorized curtains-office equipment status is equal to off, then lights-office equipment status is on	252	291	1,2,3,4,5,6,7	00:00:00	23:59:59	20	2
260	if infrared human sensor-office human detection equals no one, then light-office device status is off	253	292	1,2,3,4,5,6,7	00:00:00	23:59:59	20	2
261	If PM2.5 dust detector - living room PM2.5 concentration is greater than good (35-75), then the window - living room equipment status is closed	254	294	1,2,3,4,5,6,7	00:00:00	23:59:59	20	1
262	If PM2.5 dust detector - living room PM2.5 concentration is greater than good (35-75), then air purifier - living room equipment status is open	254	293	1,2,3,4,5,6,7	00:00:00	23:59:59	20	1
263	If smoke detector - living room smoke detection is equal to smoke, then sound and light alarm - living room equipment status is open	255	296	1,2,3,4,5,6,7	00:00:00	23:59:59	20	1
264	if smoke detector-living room smoke detection is equal to smoke, then window-living room device status is open	255	295	1,2,3,4,5,6,7	00:00:00	23:59:59	20	1
265	if the infrared human body sensor - the human body detection in the living room is equal to someone, then the light - the status of the living room device is on	256	297	1,2,3,4,5,6,7	08:00:00	12:00:00	20	1
266	if lights-living room device status is equal to on, then projector-living room device status is off	257	298	1,2,3,4,5,6,7	00:00:00	23:59:59	20	1
267	If the infrared human body sensor-human body detection in the living room is equal to someone, then the robot vacuum-living room device status is off	258	299	1,2,3,4,5,6,7	00:00:00	23:59:59	20	1
268	If the humidifier-living room storage water volume (%) is less than or equal to 5, then the humidifier-living room equipment status is off	259	300	1,2,3,4,5,6,7	00:00:00	23:59:59	twenty one	1
269	if the infrared human body sensor-human body detection in the living room is equal to someone, the light-the state of the living room device is equal to off, then the light-the state of the living room device is on	261,260	301	1,2,3,4,5,6,7	07:00:00	13:00:00	twenty one	1
270	If the fan-living room equipment status is greater than or equal to the first gear, then the smart audio-living room equipment status is off	262	302	1,2,3,4,5,6,7	00:00:00	23:59:59	20	1
271	If PM2.5 dust detector - living room PM2.5 concentration is greater than or equal to light pollution (75-115), then air purifier - living room wind speed is high	263	303	1,2,3,4,5,6,7	21:00:00	11:00:00	twenty one	1
272	if the window-living room device state is equal to open, the air conditioner-living room device state is equal to the heating mode, the air conditioner-living room device state is equal to the cooling mode, then the window-living room device state is closed	266,265,264	304	1,2,3,4,5,6,7	00:00:00	23:59:59	twenty one	1
273	if temperature sensor - living room temperature is greater than or equal to 23, then air conditioner - living room equipment status is cooling mode	267	305	1,2,3,4,5,6,7	01:00:00	12:00:00	twenty one	1
274	if the lighting lamp-living room device status is equal to on, the TV wall lamp-living room device status is equal to on, then the TV wall lamp-living room device status is off	269,268	306	1,2,3,4,5,6,7	00:00:00	23:59:59	twenty one	1
275	if motorized curtains-office equipment status is equal to open, infrared human body sensor-office human detection is equal to no one, then motorized curtains-office equipment status is closed	271,270	307	1,2,3,4,5,6,7	12:00:00	20:00:00	twenty one	2
276	if windows-office device status is equal to on, air purifier-office device status is equal to open, then windows-office device status is off	273,272	308	1,2,3,4,5,6,7	00:00:00	23:59:59	twenty one	2
277	if infrared human body sensor-office human body detection is equal to someone, the water dispenser device status is equal to off, then the water dispenser device status is open	275,274	309	1,2,3,4,5,6,7	00:00:00	23:59:59	twenty one	2
278	if computer-office device status is equal to on, printer-office device status is equal to off, then printer-office device status is on	277,276	310	1,2,3,4,5,6,7	00:00:00	23:59:59	twenty one	2
279	if heater-office device status is equal to on, air conditioner-office device status is equal to cooling mode, then air conditioner-office device status is off	279,278	311	1,2,3,4,5,6,7	00:00:00	23:59:59	twenty one	2
280	if temperature sensor-office temperature is less than or equal to 18, then heater-office device status is on	280	312	1,2,3,4,5,6,7	21:00:00	09:00:00	twenty one	2
281	if infrared human sensor-office human detection is equal to someone, light-office device status is equal to off, then light-office device status is on	282,281	313	1,2,3,4,5,6,7	07:00:00	22:00:00	twenty one	2
282	if electric blanket-bedroom equipment status is equal to low-grade, electric blanket-bedroom equipment status is equal to mid-grade, electric blanket-bedroom equipment status is equal to high-grade, air conditioner-bedroom equipment status is equal to cooling mode, then air conditioner-bedroom equipment status is off	286,285,284,283	314	1,2,3,4,5,6,7	00:00:00	23:59:59	twenty one	3
283	if the weather detector - the bedroom weather is equal to the sandstorm, then the humidifier - the bedroom device status is on	287	315	1,2,3,4,5,6,7	21:00:00	12:00:00	twenty one	3
284	if light-bedroom device state is equal to off, wall light-bedroom device state is equal to off, then wall light-bedroom device state is on	289,288	316	1,2,3,4,5,6,7	12:00:00	19:00:00	twenty one	3
285	if the weather detector-bedroom weather is equal to haze, the window-bedroom device status is equal to open, then the window-bedroom device status is closed	291,290	317	1,2,3,4,5,6,7	00:00:00	23:59:59	twenty one	3
286	if weather detector-bedroom weather is equal to sandstorm, window-bedroom device state is equal to open, then window-bedroom device state is closed	293,292	318	1,2,3,4,5,6,7	00:00:00	23:59:59	twenty one	3
287	if motorized curtains-bedroom device status is equal to open, then motorized curtains-bedroom device status is closed	294	319	1,2,3,4,5,6,7	12:00:00	21:00:00	twenty one	3
288	if the wall lamp-bedroom device status is equal to on, the lighting lamp-bedroom device status is equal to on, then the wall lamp-bedroom device status is off	296,295	320	1,2,3,4,5,6,7	00:00:00	23:59:59	twenty one	3
292	if PM2.5 dust detector - living room PM2.5 concentration is greater than or equal to light pollution (75-115), then air purifier - living room wind speed is automatic	302	324	1,2,3,4,5,6,7	00:00:00	23:59:59	twenty three	1
293	If PM2.5 dust detector - living room PM2.5 concentration is less than good (35-75), then air purifier - living room timing is 0.0H	303	325	1,2,3,4,5,6,7	00:00:00	23:59:59	twenty three	1
294	If PM2.5 Dust Detector - The PM2.5 concentration in the living room is greater than or equal to light pollution (75-115), then the window - the living room equipment status is closed	304	326	1,2,3,4,5,6,7	00:00:00	23:59:59	twenty three	1
295	If infrared human body sensor - human body detection in living room is equal to no one, PM2.5 dust detector - living room PM2.5 concentration is less than or equal to good (35-75), then air purifier - living room equipment status is off	306,305	327	1,2,3,4,5,6,7	00:00:00	23:59:59	twenty three	1
296	If temperature sensor-living room temperature is less than 15, infrared human body sensor-living room human detection is equal to someone, then heater-living room device status is open	308,307	328	1,2,3,4,5,6,7	00:00:00	23:59:59	twenty three	1
297	If the temperature sensor-living room temperature is greater than or equal to 24, the heater-living room equipment status is equal to open, then the heater-living room equipment status is closed	310,309	329	1,2,3,4,5,6,7	00:00:00	23:59:59	twenty three	1
298	if temperature sensor-office temperature is greater than or equal to 35, infrared human body sensor-office human detection is equal to someone, then air conditioner-office temperature is 28	312,311	330	1,2,3,4,5,6,7	00:00:00	23:59:59	twenty three	2
299	If temperature sensor-office temperature is less than or equal to 15, infrared human body sensor-office human detection is equal to someone, then heater-office device status is on	314,313	331	1,2,3,4,5,6,7	00:00:00	23:59:59	twenty three	2
300	if infrared human body sensor-office human detection is equal to no one, temperature sensor-office temperature is less than 26, then air conditioner-office equipment status is off	316,315	332	1,2,3,4,5,6,7	00:00:00	23:59:59	twenty three	2
301	if temperature sensor-office temperature is greater than or equal to 20, then heater-office device status is off	317	333	1,2,3,4,5,6,7	00:00:00	23:59:59	twenty three	2
302	if infrared human body sensor-office human detection is equal to someone, then light-office device status is on	318	336	1,2,3,4,5,6,7	00:00:00	23:59:59	twenty three	2
303	if infrared human body sensor-office human detection is equal to someone, then humidifier-office device status is on	318	335	1,2,3,4,5,6,7	00:00:00	23:59:59	twenty three	2
304	if infrared human body sensor-office human body detection is equal to someone, then the state of the water dispenser device is open	318	334	1,2,3,4,5,6,7	00:00:00	23:59:59	twenty three	2
305	if temperature sensor - bedroom temperature is less than or equal to 15, then heating - bedroom device status is on	319	341	1,2,3,4,5,6,7	00:00:00	23:59:59	twenty three	3
306	if temperature sensor - bedroom temperature is less than or equal to 15, then air conditioner - bedroom temperature is 24	319	340	1,2,3,4,5,6,7	00:00:00	23:59:59	twenty three	3
307	if temperature sensor - bedroom temperature is less than or equal to 15, then air conditioner - bedroom equipment status is heating mode	319	339	1,2,3,4,5,6,7	00:00:00	23:59:59	twenty three	3
308	if temperature sensor - bedroom temperature is less than or equal to 15, then humidifier - bedroom timing is 1.0h	319	338	1,2,3,4,5,6,7	00:00:00	23:59:59	twenty three	3
309	If temperature sensor - bedroom temperature is less than or equal to 15, then electric blanket - bedroom equipment status is mid-range	319	337	1,2,3,4,5,6,7	00:00:00	23:59:59	twenty three	3
310	if music alarm clock - bedroom device status is equal to on, then wall lamp - bedroom device status is on	320	343	1,2,3,4,5,6,7	00:00:00	23:59:59	twenty three	3
311	if music alarm clock - bedroom device status is equal to open, then electric curtain - bedroom device status is open	320	342	1,2,3,4,5,6,7	00:00:00	23:59:59	twenty three	3
312	if temperature sensor - bedroom temperature is greater than 29, temperature sensor - bedroom temperature is less than 18, windows - bedroom device status is equal to off, air conditioner - bedroom device status is equal to off, then air conditioner - bedroom temperature is 26	324,323,322,321	344	1,2,3,4,5,6,7	09:00:00	21:00:00	13	3
313	if motorized curtains-bedroom device status is equal to open, then motorized curtains-bedroom device status is closed	325	345	1,2,3,4,5,6,7	20:30:00	21:00:00	16	3
314	if music alarm clock - bedroom device status is equal to open, then electric curtain - bedroom device status is open	326	347	1,2,3,4,5	00:00:00	23:59:59	16	3
315	if music alarm clock - bedroom device status is equal to on, then light - bedroom device status is on	326	346	1,2,3,4,5	00:00:00	23:59:59	16	3
316	If the humidifier-bedroom storage water volume (%) is less than or equal to 10, then the humidifier-bedroom device status is off	327	348	1,2,3,4,5,6,7	00:00:00	23:59:59	16	3
317	if temperature sensor - bedroom device status is equal to on, air conditioner - bedroom device status is equal to off, lighting - bedroom device status is equal to on, temperature sensor - bedroom temperature is greater than 30, then air conditioner - bedroom temperature is 26	331,330,329,328	350	1,2,3,4,5,6,7	00:00:00	23:59:59	16	3
